site_id,name,address,block,lot,site_use_ids,source_ids,point_x,point_y
1373,,1200 w lexington st,169,11,2,"3, 4, 5, 6",-76.637015,39.29112
1374,,1202 w lexington st,169,10,2,"3, 4, 5, 6",-76.637085,39.291117
1375,,1204 w lexington st,169,9,2,"3, 4, 5, 6",-76.637154,39.291115
1376,,1206 w lexington st,169,8,2,"3, 4, 5, 6",-76.637223,39.291113
1377,,1132 w lexington st,170,14,2,"3, 4, 5, 6",-76.63643,39.291157
1378,,1134 w lexington st,170,15,2,"3, 4, 5, 6",-76.636489,39.291155
1379,,201 n carrollton ave,170,17,2,"3, 4, 5, 6",-76.6368588,39.2915888
1380,,211 n carrollton ave,170,18,2,"3, 4, 5, 6",-76.6368702,39.2917099
1381,,213 n carrollton ave,170,19,2,"3, 4, 5, 6",-76.6368725,39.2917341
1382,,215 n carrollton ave,170,20,2,"3, 4, 5, 6",-76.6368748,39.2917583
1383,,217 n carrollton ave,170,21,2,"3, 4, 5, 6",-76.6368771,39.2917825
1384,,1136 w lexington st,170,16,2,"3, 4, 5, 6",-76.636549,39.291154
1385,,219 n carrollton ave,170,22,2,"3, 4, 5, 6",-76.6368793,39.2918067
1386,,2605 miles ave,3630a,59,2,"3, 4, 5, 6",-76.6218494,39.3186867
1387,,827 whitelock st,3459,34a,2,"3, 4, 5, 6",-76.632887,39.314181
1388,,829 whitelock st,3459,34,2,"3, 4, 5, 6",-76.632975,39.31418
1389,,2401 lakeview ave,3457,11,2,"3, 4, 5, 6",-76.632243,39.314831
1390,,3101 presbury st,2440,41,2,"3, 4, 5, 6",-76.669408,39.306851
1391,,1440 n fulton ave,26,21,2,"3, 4, 5, 6",-76.6464228,39.3051684
1392,,1424 w lafayette ave,76,56,2,"3, 4, 5, 6",-76.6408889,39.2991479
1393,,1426 w lafayette ave,76,57,2,"3, 4, 5, 6",-76.6409438,39.2991469
1394,,1408 w lafayette ave,76,48,2,"3, 4, 5, 6",-76.640447,39.2991729
1395,,900 whatcoat st,76,58a,2,"3, 4, 5, 6",-76.6408434,39.2989937
1396,,1420 w lafayette ave,76,54,2,"3, 4, 5, 6",-76.6407298,39.299154
1397,,555 orchard st,499,75,2,"3, 4, 5, 6",-76.6242184,39.2969595
1398,,553 orchard st,499,76,2,"3, 4, 5, 6",-76.6241881,39.2969848
1399,,551 orchard st,499,77,2,"3, 4, 5, 6",-76.6241577,39.2970091
1400,,557 orchard st,499,74,2,"3, 4, 5, 6",-76.6242521,39.2969332
1401,,3 s franklintown road,2171,44b,2,"3, 4, 5, 6",-76.65848,39.287206
1402,,123 s gilmor st,246,28,2,"3, 4, 5, 6",-76.641947,39.28554
1403,,1602 lemmon st,245,31,2,"3, 4, 5, 6",-76.642724,39.285903
1404,,125 s gilmor st,246,29,2,"3, 4, 5, 6",-76.641889,39.285508
1405,,1404 druid hill ave,376,3,2,"3, 4, 5, 6",-76.629911,39.302793
1406,,1408 druid hill ave,376,5,2,"3, 4, 5, 6",-76.629996,39.302861
1407,,1406 druid hill ave,376,4,2,"3, 4, 5, 6",-76.629954,39.302827
1408,,629 w lanvale st,412,24,2,"3, 4, 5, 6",-76.6320085,39.2992278
1409,,631 w lanvale st,412,25,2,"3, 4, 5, 6",-76.6320212,39.2992186
1410,,633 w lanvale st,412,26,2,"3, 4, 5, 6",-76.6320338,39.2992094
1411,,548 wilson st,338,69,2,"3, 4, 5, 6",-76.6340326,39.3043135
1412,,550 wilson st,338,68,2,"3, 4, 5, 6",-76.634068,39.3042842
1413,,552 wilson st,338,67,2,"3, 4, 5, 6",-76.634048,39.304231
1414,,546 wilson st,338,70,2,"3, 4, 5, 6",-76.6339977,39.3043461
1415,,1700 division st,338,1,2,"3, 4, 5, 6",-76.6337856,39.3043214
1416,,1702 division st,338,2,2,"3, 4, 5, 6",-76.6338205,39.3043504
1417,,1706 division st,338,4,2,"3, 4, 5, 6",-76.6338907,39.3044092
1418,,1708 division st,338,5,2,"3, 4, 5, 6",-76.6339283,39.3044395
1419,,1710 division st,338,6,2,"3, 4, 5, 6",-76.633963,39.3044681
1420,,1712 division st,338,7,2,"3, 4, 5, 6",-76.6340001,39.3044993
1421,,1714 division st,338,8,2,"3, 4, 5, 6",-76.6340365,39.3045294
1422,,1716 division st,338,9,2,"3, 4, 5, 6",-76.6340725,39.3045601
1423,,1718 division st,338,10,2,"3, 4, 5, 6",-76.6340965,39.3045824
1424,,1704 division st,338,3,2,"3, 4, 5, 6",-76.6338554,39.3043791
1425,,1403 etting st,376,34,2,"3, 4, 5, 6",-76.6301464,39.3024807
1426,,1405 etting st,376,35,2,"3, 4, 5, 6",-76.6302399,39.3025552
1427,,1407 etting st,376,36,2,"3, 4, 5, 6",-76.6303334,39.3026296
1428,,1409 etting st,376,37,2,"3, 4, 5, 6",-76.6304269,39.3027041
1429,,555 brunt ct,338,71,2,"3, 4, 5, 6",-76.6345642,39.3041337
1430,,2213 n ellamont st,3034,7,2,"3, 4, 5, 6",-76.670772,39.312756
1431,,2217-2239 n ellamont st,,,2,"3, 4, 5, 6",-76.6711591,39.3131861
1432,,ns w hamburg st nec ostend st,801,38,2,"3, 4, 5, 6",-76.6260897,39.2769399
1433,,839 washington blvd,851,30,2,"3, 4, 5, 6",-76.6300054,39.2827511
1434,,"ses carroll st, 192-9ft sw of carey st",789,1a,2,"3, 4, 5, 6",-76.6387429,39.2996849
1435,,1117 sargeant st,769,73,2,"3, 4, 5, 6",-76.6334087,39.2827567
1436,,1331-1349 carroll st,789,2,2,"3, 4, 5, 6",-76.6351829,39.2791135
1437,,604 parkin st,855,46,2,"3, 4, 5, 6",-76.6303595,39.2820011
1438,,843 washington blvd,850,2,2,"3, 4, 5, 6",-76.630208,39.282744
1439,,3624 old york road,4048a,43,2,"3, 4, 5, 6",-76.60806,39.332797
1440,,3626 old york road,4048a,42,2,"3, 4, 5, 6",-76.608058,39.332857
1441,,"es kenilworth av, 482-2 ft n of e 43rd st",5192,13,2,"3, 4, 5, 6",-76.6034555,39.3426728
1442,,"es kenilworth av, 264-9 ft n of e 43rd st",5192,4,2,"3, 4, 5, 6",-76.6034555,39.3426728
1443,,"ns 16 ft alley, 1st n of radnor av rear, 562-606 radnor av",5180,81,2,"3, 4, 5, 6",-76.6067116,39.3478061
1444,,5319 wabash ave,8197,3,2,"3, 4, 5, 6",-76.6911499,39.34313
